Original: resolve , predicted 1st: local|directory
Original: set|enabled , predicted 1st: on
Original: is|enabled , predicted 1st: is|value
Original: initialize|components , predicted 1st: test|set|up
Original: paint , predicted 1st: validate
Original: paint , predicted 1st: validate
Original: paint , predicted 1st: validate
Original: create , predicted 1st: test
Original: resize , predicted 1st: set|height
Original: render , predicted 1st: run
Original: load|image , predicted 1st: get|file|path
Original: run , predicted 1st: run|image
Original: key|down , predicted 1st: is|valid
Original: key|up , predicted 1st: is|valid
Original: key|typed , predicted 1st: is|character|character
Original: touch|down , predicted 1st: equal
Original: touch|up , predicted 1st: dispatch
Original: touch|dragged , predicted 1st: position
Original: dispose , predicted 1st: do|start
Original: pause , predicted 1st: close
Original: resume , predicted 1st: close
Original: mouse|moved , predicted 1st: is|equal
Original: scrolled , predicted 1st: is|valid
Original: main , predicted 1st: invoke
Original: run , predicted 1st: test|ctor
Original: do|sort , predicted 1st: run
Original: sort , predicted 1st: sort
Original: sort , predicted 1st: merge
Original: binary|sort , predicted 1st: add
Original: count|run|and|make|ascending , predicted 1st: run
Original: reverse|range , predicted 1st: object
Original: min|run|length , predicted 1st: compare
Original: push|run , predicted 1st: set|run
Original: merge|collapse , predicted 1st: validate
Original: merge|force|collapse , predicted 1st: merge
Original: merge|at , predicted 1st: merge
Original: gallop|left , predicted 1st: compare
Original: gallop|right , predicted 1st: compare
Original: merge|lo , predicted 1st: add
Original: merge|hi , predicted 1st: compare
Original: ensure|capacity , predicted 1st: grow
Original: range|check , predicted 1st: set|array|of|index
Original: wrap , predicted 1st: deserialize
Original: as|read|only|buffer , predicted 1st: clone
Original: compact , predicted 1st: read
Original: duplicate , predicted 1st: clone
Original: get , predicted 1st: get|double
Original: get , predicted 1st: get|double
Original: is|direct , predicted 1st: is|direct
Original: is|read|only , predicted 1st: is|read|only
Original: order , predicted 1st: buffer
Original: protected|array , predicted 1st: get|double|values
Original: protected|array|offset , predicted 1st: get|expected|version
Original: protected|has|array , predicted 1st: is|singleton
Original: put , predicted 1st: add|double
Original: put , predicted 1st: add|double
Original: slice , predicted 1st: run
Original: touch|down , predicted 1st: is|visible
Original: set|max|list|count , predicted 1st: set|max|list
Original: get|max|list|count , predicted 1st: get|max|list|count
Original: set|stage , predicted 1st: set|stage
Original: set|style , predicted 1st: set|style
Original: get|style , predicted 1st: get|style
Original: set|items , predicted 1st: set|items
Original: set|items , predicted 1st: set
Original: clear|items , predicted 1st: clear
Original: get|items , predicted 1st: get|items
Original: layout , predicted 1st: run
Original: draw , predicted 1st: do|validate
Original: get|selection , predicted 1st: get|selection
Original: get|selected , predicted 1st: get
Original: set|selected , predicted 1st: add
Original: get|selected|index , predicted 1st: get|first
Original: set|selected|index , predicted 1st: set
Original: set|disabled , predicted 1st: set|disabled
Original: is|disabled , predicted 1st: is|disabled
Original: get|pref|width , predicted 1st: get|width
Original: get|pref|height , predicted 1st: get|height
Original: to|string , predicted 1st: get|string
Original: show|list , predicted 1st: show
Original: hide|list , predicted 1st: hide|selected
Original: get|list , predicted 1st: get|list|select
Original: get|scroll|pane , predicted 1st: get|select|list
Original: on|show , predicted 1st: add|selected
Original: on|hide , predicted 1st: add|selected|select
Original: to|string , predicted 1st: to|string
Original: clicked , predicted 1st: assert|selected
Original: mouse|moved , predicted 1st: is|selected
Original: exit , predicted 1st: add
Original: touch|down , predicted 1st: is|visible
Original: key|down , predicted 1st: has|event
Original: show , predicted 1st: add
Original: hide , predicted 1st: close
Original: draw , predicted 1st: set
Original: act , predicted 1st: set|delta
Original: create , predicted 1st: test|batch
Original: render , predicted 1st: test|batch|batch
Original: check|error , predicted 1st: check|error
Original: gl|active|texture , predicted 1st: set|active
Original: gl|bind|texture , predicted 1st: bind
Original: gl|blend|func , predicted 1st: set
Original: gl|clear , predicted 1st: clear
Original: gl|clear|color , predicted 1st: reset
Original: gl|clear|depthf , predicted 1st: reset
Original: gl|clear|stencil , predicted 1st: reset
Original: gl|color|mask , predicted 1st: add
Original: gl|compressed|tex|image|d , predicted 1st: encoded|size
Original: gl|compressed|tex|sub|image|d , predicted 1st: encoded|size
Original: gl|copy|tex|image|d , predicted 1st: copy
Original: gl|copy|tex|sub|image|d , predicted 1st: verify
Original: gl|cull|face , predicted 1st: check
Original: gl|delete|textures , predicted 1st: clean
Original: gl|depth|func , predicted 1st: depth
Original: gl|depth|mask , predicted 1st: set|depth
Original: gl|depth|rangef , predicted 1st: check|depth
Original: gl|disable , predicted 1st: disable
Original: gl|draw|arrays , predicted 1st: count
Original: gl|draw|elements , predicted 1st: add
Original: gl|enable , predicted 1st: enable
Original: gl|finish , predicted 1st: finish
Original: gl|flush , predicted 1st: flush
Original: gl|front|face , predicted 1st: set|mode
Original: gl|gen|textures , predicted 1st: fatal
Original: gl|get|error , predicted 1st: get|error
Original: gl|get|integerv , predicted 1st: do
Original: gl|get|string , predicted 1st: get|string
Original: gl|hint , predicted 1st: set|hint
Original: gl|line|width , predicted 1st: println|width
Original: gl|pixel|storei , predicted 1st: fatal
Original: gl|polygon|offset , predicted 1st: seek
Original: gl|read|pixels , predicted 1st: read
Original: gl|scissor , predicted 1st: height
Original: gl|stencil|func , predicted 1st: set
Original: gl|stencil|mask , predicted 1st: set|compressed
Original: gl|stencil|op , predicted 1st: check
Original: gl|tex|image|d , predicted 1st: encode
Original: gl|tex|parameterf , predicted 1st: fatal
Original: gl|tex|sub|image|d , predicted 1st: get
Original: gl|viewport , predicted 1st: set|height
Original: gl|attach|shader , predicted 1st: attach
Original: gl|bind|attrib|location , predicted 1st: bind|bind|bind
Original: gl|bind|buffer , predicted 1st: bind
Original: gl|bind|framebuffer , predicted 1st: bind
Original: gl|bind|renderbuffer , predicted 1st: bind
Original: gl|blend|color , predicted 1st: add
Original: gl|blend|equation , predicted 1st: set|mode
Original: gl|blend|equation|separate , predicted 1st: add
Original: gl|blend|func|separate , predicted 1st: copy
Original: gl|buffer|data , predicted 1st: data|data
Original: gl|buffer|sub|data , predicted 1st: data
Original: gl|check|framebuffer|status , predicted 1st: check|bound
Original: gl|compile|shader , predicted 1st: compile
Original: gl|create|program , predicted 1st: create
Original: gl|create|shader , predicted 1st: create
Original: gl|delete|buffers , predicted 1st: delete|buffers
Original: gl|delete|framebuffers , predicted 1st: clean
Original: gl|delete|program , predicted 1st: delete
Original: gl|delete|renderbuffers , predicted 1st: clean
Original: gl|delete|shader , predicted 1st: clean
Original: gl|detach|shader , predicted 1st: fatal
Original: gl|disable|vertex|attrib|array , predicted 1st: disable
Original: gl|draw|elements , predicted 1st: search
Original: gl|enable|vertex|attrib|array , predicted 1st: enable|cors
Original: gl|framebuffer|renderbuffer , predicted 1st: attachment
Original: gl|framebuffer|texture|d , predicted 1st: add|attachment
Original: gl|gen|buffers , predicted 1st: set|buffers
Original: gl|generate|mipmap , predicted 1st: generate
Original: gl|gen|framebuffers , predicted 1st: fatal
Original: gl|gen|renderbuffers , predicted 1st: fatal
Original: gl|get|active|attrib , predicted 1st: get
Original: gl|get|active|uniform , predicted 1st: get
Original: gl|get|attached|shaders , predicted 1st: check
Original: gl|get|attrib|location , predicted 1st: get|location
Original: gl|get|booleanv , predicted 1st: do|safe
Original: gl|get|buffer|parameteriv , predicted 1st: do|safe
Original: gl|get|floatv , predicted 1st: do|safe
Original: gl|get|framebuffer|attachment|parameteriv , predicted 1st: do|complete
Original: gl|get|programiv , predicted 1st: do|safe
Original: gl|get|program|info|log , predicted 1st: get|log|info
Original: gl|get|renderbuffer|parameteriv , predicted 1st: do|safe
Original: gl|get|shaderiv , predicted 1st: do|safe
Original: gl|get|shader|info|log , predicted 1st: log|log
Original: gl|get|shader|precision|format , predicted 1st: precision
Original: gl|get|tex|parameterfv , predicted 1st: do|stuff
Original: gl|get|tex|parameteriv , predicted 1st: do|safe
Original: gl|get|uniformfv , predicted 1st: do|safe
Original: gl|get|uniformiv , predicted 1st: do|safe
Original: gl|get|uniform|location , predicted 1st: get|location
Original: gl|get|vertex|attribfv , predicted 1st: do|safe
Original: gl|get|vertex|attribiv , predicted 1st: do|safe
Original: gl|get|vertex|attrib|pointerv , predicted 1st: accept
Original: gl|is|buffer , predicted 1st: is|readable
Original: gl|is|enabled , predicted 1st: is|enabled|enabled
Original: gl|is|framebuffer , predicted 1st: is|valid
Original: gl|is|program , predicted 1st: is|valid
Original: gl|is|renderbuffer , predicted 1st: is|valid
Original: gl|is|shader , predicted 1st: is|valid
Original: gl|is|texture , predicted 1st: is|valid|error
Original: gl|link|program , predicted 1st: set|link
Original: gl|release|shader|compiler , predicted 1st: release
Original: gl|renderbuffer|storage , predicted 1st: set|height
Original: gl|sample|coverage , predicted 1st: set|value
Original: gl|shader|binary , predicted 1st: binary|binary
Original: gl|shader|source , predicted 1st: source
Original: gl|stencil|func|separate , predicted 1st: set|value
Original: gl|stencil|mask|separate , predicted 1st: check
Original: gl|stencil|op|separate , predicted 1st: check
Original: gl|tex|parameterfv , predicted 1st: do|stuff
Original: gl|tex|parameteri , predicted 1st: add
Original: gl|tex|parameteriv , predicted 1st: do|safe|to
Original: gl|uniform|f , predicted 1st: f
Original: gl|uniform|fv , predicted 1st: perform
Original: gl|uniform|i , predicted 1st: set|foo
Original: gl|uniform|iv , predicted 1st: perform|count
Original: gl|uniform|f , predicted 1st: f
Original: gl|uniform|fv , predicted 1st: perform
Original: gl|uniform|i , predicted 1st: add
Original: gl|uniform|iv , predicted 1st: perform
Original: gl|uniform|f , predicted 1st: add|f
Original: gl|uniform|fv , predicted 1st: perform
Original: gl|uniform|i , predicted 1st: add
Original: gl|uniform|iv , predicted 1st: perform|count
Original: gl|uniform|f , predicted 1st: add
Original: gl|uniform|fv , predicted 1st: perform
Original: gl|uniform|i , predicted 1st: add
Original: gl|uniform|iv , predicted 1st: perform
Original: gl|uniform|matrix|fv , predicted 1st: set|value
Original: gl|uniform|matrix|fv , predicted 1st: set|value
Original: gl|uniform|matrix|fv , predicted 1st: set|value
Original: gl|use|program , predicted 1st: set|value
Original: gl|validate|program , predicted 1st: validate
Original: gl|vertex|attrib|f , predicted 1st: f
Original: gl|vertex|attrib|fv , predicted 1st: do|null
Original: gl|vertex|attrib|f , predicted 1st: f
Original: gl|vertex|attrib|fv , predicted 1st: do|stuff
Original: gl|vertex|attrib|f , predicted 1st: add
Original: gl|vertex|attrib|fv , predicted 1st: do|stuff
Original: gl|vertex|attrib|f , predicted 1st: add
Original: gl|vertex|attrib|fv , predicted 1st: do|null
Original: gl|vertex|attrib|pointer , predicted 1st: add
Original: gl|vertex|attrib|pointer , predicted 1st: add
Original: set , predicted 1st: add
Original: set , predicted 1st: add
Original: read|cache , predicted 1st: create
Original: write|cache , predicted 1st: cache|cache
Original: get|search|direction , predicted 1st: write
Original: get|closest|point , predicted 1st: set
Original: get|witness|points , predicted 1st: test|case
Original: get|metric , predicted 1st: get|f
Original: solve , predicted 1st: run
Original: solve , predicted 1st: test|float
Original: set , predicted 1st: create|shape
Original: get|support , predicted 1st: get|value
Original: get|support|vertex , predicted 1st: get|value
Original: get|vertex|count , predicted 1st: get|count
Original: get|vertex , predicted 1st: get|m
Original: distance , predicted 1st: do|read
Original: num|chars , predicted 1st: compare
Original: num|chars , predicted 1st: compare
Original: get|value , predicted 1st: get|chars
Original: enlarge|buffer , predicted 1st: write
Original: append|null , predicted 1st: set|up
Original: append , predicted 1st: append
Original: append , predicted 1st: write
Original: append , predicted 1st: set|char|length
Original: append , predicted 1st: to|string
Original: append , predicted 1st: append
Original: capacity , predicted 1st: get|length
Original: char|at , predicted 1st: get|char
Original: delete , predicted 1st: compare
Original: delete|char|at , predicted 1st: check
Original: ensure|capacity , predicted 1st: check
Original: get|chars , predicted 1st: encode
Original: insert , predicted 1st: add
Original: insert , predicted 1st: add
Original: insert , predicted 1st: move
Original: insert , predicted 1st: check
Original: insert , predicted 1st: append
Original: length , predicted 1st: get|length
Original: move , predicted 1st: add
Original: replace , predicted 1st: add
Original: reverse , predicted 1st: end
Original: set|char|at , predicted 1st: set|index
Original: set|length , predicted 1st: set|capacity
Original: substring , predicted 1st: get
Original: substring , predicted 1st: get|value
Original: to|string , predicted 1st: get|empty
Original: sub|sequence , predicted 1st: get|character
Original: index|of , predicted 1st: index|of
Original: index|of , predicted 1st: compare
Original: last|index|of , predicted 1st: get|last|index
Original: last|index|of , predicted 1st: compare
Original: trim|to|size , predicted 1st: set|system
Original: code|point|at , predicted 1st: get|at|at|code|at
Original: code|point|before , predicted 1st: get|object
Original: code|point|count , predicted 1st: get|count|count
Original: offset|by|code|points , predicted 1st: get|int|offset|offset
Original: append , predicted 1st: contains
Original: append , predicted 1st: append
Original: append , predicted 1st: append
Original: append , predicted 1st: append
Original: append , predicted 1st: compare
Original: append , predicted 1st: append
Original: append , predicted 1st: append
Original: append , predicted 1st: compare
Original: append , predicted 1st: append
Original: append , predicted 1st: append
Original: append , predicted 1st: append|null
Original: append , predicted 1st: append
Original: append , predicted 1st: append
Original: append , predicted 1st: append
Original: append , predicted 1st: append|append
Original: append , predicted 1st: append
Original: append , predicted 1st: append
Original: append , predicted 1st: append
Original: append|code|point , predicted 1st: append
Original: delete , predicted 1st: delete
Original: delete|char|at , predicted 1st: delete|at
Original: insert , predicted 1st: add
Original: insert , predicted 1st: add
Original: insert , predicted 1st: insert
Original: insert , predicted 1st: add
Original: insert , predicted 1st: add
Original: insert , predicted 1st: insert
Original: insert , predicted 1st: insert
Original: insert , predicted 1st: insert
Original: insert , predicted 1st: insert
Original: insert , predicted 1st: insert
Original: insert , predicted 1st: append
Original: insert , predicted 1st: append
Original: replace , predicted 1st: replace
Original: replace , predicted 1st: replace
Original: replace , predicted 1st: replace|from|character
Original: reverse , predicted 1st: reverse|reverse
Original: hash|code , predicted 1st: hash|code
Original: equals , predicted 1st: equals
Original: get|form|panel , predicted 1st: get|panel|panel
Original: initialize|components , predicted 1st: add
Original: points|changed , predicted 1st: set|up
Original: state|changed , predicted 1st: set|value
Original: state|changed , predicted 1st: set|max|value|change
Original: state|changed , predicted 1st: check|event
Original: state|changed , predicted 1st: on|change|change
Original: action|performed , predicted 1st: action|performed
Original: action|performed , predicted 1st: do|action|performed
Original: action|performed , predicted 1st: do|action|performed
Original: action|performed , predicted 1st: do|verb
Original: set|value , predicted 1st: set|value
Original: get|chart , predicted 1st: get
Original: gl|read|buffer , predicted 1st: read
Original: gl|draw|range|elements , predicted 1st: write
Original: gl|draw|range|elements , predicted 1st: search
Original: gl|tex|image|d , predicted 1st: write
Original: gl|tex|image|d , predicted 1st: encode
Original: gl|tex|sub|image|d , predicted 1st: write
Original: gl|tex|sub|image|d , predicted 1st: encode
Original: gl|copy|tex|sub|image|d , predicted 1st: verify|bytes
Original: gl|gen|queries , predicted 1st: add
Original: gl|gen|queries , predicted 1st: add
Original: gl|delete|queries , predicted 1st: delete
Original: gl|delete|queries , predicted 1st: delete
Original: gl|is|query , predicted 1st: is|query
Original: gl|begin|query , predicted 1st: begin|query
Original: gl|end|query , predicted 1st: end|end
Original: gl|get|queryiv , predicted 1st: do|safe
Original: gl|get|query|objectuiv , predicted 1st: do|safe
Original: gl|unmap|buffer , predicted 1st: is|readable
Original: gl|get|buffer|pointerv , predicted 1st: get|buffer
Original: gl|draw|buffers , predicted 1st: warn
Original: gl|uniform|matrix|x|fv , predicted 1st: add
Original: gl|uniform|matrix|x|fv , predicted 1st: add
Original: gl|uniform|matrix|x|fv , predicted 1st: add
Original: gl|uniform|matrix|x|fv , predicted 1st: add
Original: gl|uniform|matrix|x|fv , predicted 1st: add
Original: gl|uniform|matrix|x|fv , predicted 1st: add
Original: gl|blit|framebuffer , predicted 1st: add
Original: gl|bind|framebuffer , predicted 1st: accept
Original: gl|bind|renderbuffer , predicted 1st: accept
Original: gl|check|framebuffer|status , predicted 1st: check
Original: gl|delete|framebuffers , predicted 1st: do|valid
Original: gl|delete|framebuffer , predicted 1st: clean
Original: gl|delete|renderbuffers , predicted 1st: do|clean
Original: gl|delete|renderbuffer , predicted 1st: clean
Original: gl|generate|mipmap , predicted 1st: generate
Original: gl|gen|framebuffers , predicted 1st: trace
Original: gl|gen|framebuffer , predicted 1st: run
Original: gl|gen|renderbuffers , predicted 1st: trace
Original: gl|gen|renderbuffer , predicted 1st: run
Original: gl|get|renderbuffer|parameteriv , predicted 1st: invoke
Original: gl|is|framebuffer , predicted 1st: is|readable
Original: gl|is|renderbuffer , predicted 1st: is|valid
Original: gl|renderbuffer|storage , predicted 1st: height
Original: gl|renderbuffer|storage|multisample , predicted 1st: height
Original: gl|framebuffer|texture|d , predicted 1st: attachment
Original: gl|framebuffer|renderbuffer , predicted 1st: attachment
Original: gl|framebuffer|texture|layer , predicted 1st: attachment
Original: gl|flush|mapped|buffer|range , predicted 1st: write|buffer|buffer
Original: gl|bind|vertex|array , predicted 1st: bind
Original: gl|delete|vertex|arrays , predicted 1st: reverse|arrays
Original: gl|delete|vertex|arrays , predicted 1st: declare
Original: gl|gen|vertex|arrays , predicted 1st: add
Original: gl|gen|vertex|arrays , predicted 1st: add
Original: gl|is|vertex|array , predicted 1st: is|array
Original: gl|begin|transform|feedback , predicted 1st: convert
Original: gl|end|transform|feedback , predicted 1st: run
Original: gl|bind|buffer|range , predicted 1st: set|size
Original: gl|bind|buffer|base , predicted 1st: set|raw|buffer
Original: gl|transform|feedback|varyings , predicted 1st: trace
Original: gl|vertex|attrib|i|pointer , predicted 1st: add
Original: gl|get|vertex|attrib|iiv , predicted 1st: do|safe
Original: gl|get|vertex|attrib|iuiv , predicted 1st: do|invoke
Original: gl|vertex|attrib|i|i , predicted 1st: add
Original: gl|vertex|attrib|i|ui , predicted 1st: add
Original: gl|get|uniformuiv , predicted 1st: invoke
Original: gl|get|frag|data|location , predicted 1st: get|data|location
Original: gl|uniform|uiv , predicted 1st: write
Original: gl|uniform|uiv , predicted 1st: write
Original: gl|uniform|uiv , predicted 1st: write
Original: gl|clear|bufferiv , predicted 1st: write
Original: gl|clear|bufferuiv , predicted 1st: set|value
Original: gl|clear|bufferfv , predicted 1st: write
Original: gl|clear|bufferfi , predicted 1st: depth
Original: gl|get|stringi , predicted 1st: get
Original: gl|copy|buffer|sub|data , predicted 1st: write|buffer
Original: gl|get|uniform|indices , predicted 1st: set|names
Original: gl|get|active|uniformsiv , predicted 1st: do|start
Original: gl|get|uniform|block|index , predicted 1st: get|block|block
Original: gl|get|active|uniform|blockiv , predicted 1st: add
Original: gl|get|active|uniform|block|name , predicted 1st: write|block
Original: gl|get|active|uniform|block|name , predicted 1st: get|active|block
Original: gl|uniform|block|binding , predicted 1st: add|block
Original: gl|draw|arrays|instanced , predicted 1st: count|count
Original: gl|draw|elements|instanced , predicted 1st: get|instance
Original: gl|get|integer|v , predicted 1st: do|safe
Original: gl|get|buffer|parameteri|v , predicted 1st: add
Original: gl|gen|samplers , predicted 1st: filter
Original: gl|gen|samplers , predicted 1st: compare
Original: gl|delete|samplers , predicted 1st: delete
Original: gl|delete|samplers , predicted 1st: perform
Original: gl|is|sampler , predicted 1st: is|not
Original: gl|bind|sampler , predicted 1st: add
Original: gl|sampler|parameteri , predicted 1st: add
Original: gl|sampler|parameteriv , predicted 1st: add
Original: gl|sampler|parameterf , predicted 1st: add
Original: gl|sampler|parameterfv , predicted 1st: add
Original: gl|get|sampler|parameteriv , predicted 1st: do|safe
Original: gl|get|sampler|parameterfv , predicted 1st: do|safe
Original: gl|vertex|attrib|divisor , predicted 1st: accept
Original: gl|bind|transform|feedback , predicted 1st: visit
Original: gl|delete|transform|feedbacks , predicted 1st: filter
Original: gl|delete|transform|feedbacks , predicted 1st: do|run
Original: gl|gen|transform|feedbacks , predicted 1st: add
Original: gl|gen|transform|feedbacks , predicted 1st: do|run
Original: gl|is|transform|feedback , predicted 1st: is|valid
Original: gl|pause|transform|feedback , predicted 1st: run
Original: gl|resume|transform|feedback , predicted 1st: run
Original: gl|program|parameteri , predicted 1st: add
Original: gl|invalidate|framebuffer , predicted 1st: verify|attachments
Original: gl|invalidate|sub|framebuffer , predicted 1st: add|attachments
Original: reset , predicted 1st: reset
Original: get|c|ptr , predicted 1st: get|value
Original: finalize , predicted 1st: finalize
Original: delete , predicted 1st: clean|up
Original: set|normal|on|surface|b , predicted 1st: on|success|on|success
Original: get|normal|on|surface|b , predicted 1st: get
Original: set|closest|point|in|b , predicted 1st: set|value
Original: get|closest|point|in|b , predicted 1st: get|value
Original: set|distance , predicted 1st: set|max|value
Original: get|distance , predicted 1st: get|storage
Original: swap|endian , predicted 1st: get|int
Original: swap|endian , predicted 1st: get|int
Original: set|offset|from|file , predicted 1st: write
Original: get|offset , predicted 1st: get|m|m
Original: is|uncompressed , predicted 1st: is|value
Original: get|asset|file|descriptor , predicted 1st: get|file|descriptor
Original: get|zip|file|name , predicted 1st: get|file|file|name
Original: get|zip|file , predicted 1st: get|file
Original: get|entries|at , predicted 1st: get|zip|entry
Original: get|all|entries , predicted 1st: get|zip|entry
Original: get|asset|file|descriptor , predicted 1st: get|asset|file|descriptor
Original: get|input|stream , predicted 1st: get|entry
Original: read|le , predicted 1st: read
Original: add|patch|file , predicted 1st: read|file
Original: spawn|aux , predicted 1st: random
Original: get|side , predicted 1st: get|side
Original: set|side , predicted 1st: set|side
Original: load , predicted 1st: set|value
Original: copy , predicted 1st: deep|copy|value
Original: write , predicted 1st: write
Original: read , predicted 1st: set|toolbars
Original: on|error , predicted 1st: set|error
Original: create , predicted 1st: set|up
Original: render , predicted 1st: test|invalid
Original: key|typed , predicted 1st: maybe|be
Original: dispose , predicted 1st: run
Original: insert , predicted 1st: to|string
Original: get , predicted 1st: get
Original: clear , predicted 1st: reset
Original: size , predicted 1st: get|size|size
Original: iterator , predicted 1st: get|reset|iterator|iterator
Original: has|next , predicted 1st: is|null
Original: next , predicted 1st: get|previous|position
Original: remove , predicted 1st: visit
Original: reset , predicted 1st: get|previous|position
Original: new|object , predicted 1st: get|type
Original: obtain , predicted 1st: new|new
Original: set|viewport|transform , predicted 1st: set|transform
Original: set|flags , predicted 1st: set|flags
Original: get|flags , predicted 1st: get|m|m
Original: append|flags , predicted 1st: set|flags
Original: clear|flags , predicted 1st: set|flags
Original: draw|polygon , predicted 1st: add
Original: draw|circle , predicted 1st: my
Original: flush , predicted 1st: m
Original: draw|string , predicted 1st: add|color
Original: get|viewport|tranform , predicted 1st: get|transform
Original: set|camera , predicted 1st: set
Original: get|screen|to|world|to|out , predicted 1st: handle|screen|screen|screen
Original: get|world|to|screen|to|out , predicted 1st: handle|screen|screen
Original: get|world|to|screen|to|out , predicted 1st: my|something
Original: get|world|to|screen , predicted 1st: get
Original: get|world|to|screen , predicted 1st: add|email|screen
Original: get|screen|to|world|to|out , predicted 1st: my|something
Original: get|screen|to|world , predicted 1st: handle|screen
Original: get|screen|to|world , predicted 1st: add|screen|screen
Original: set|dependencies , predicted 1st: set|dependencies
Original: generate|dependency , predicted 1st: get|dependency
Original: get|platform|dependencies , predicted 1st: get|property
Original: get|name , predicted 1st: get|name
Original: create , predicted 1st: convert|to|second|second|second|millis
Original: render , predicted 1st: do|start
Original: fail|test , predicted 1st: assert|test|name
Original: assert|absolute|equal , predicted 1st: assert
Original: assert|epsilon|equal , predicted 1st: print
Original: reset , predicted 1st: add
Original: get|c|ptr , predicted 1st: get
Original: finalize , predicted 1st: finalize
Original: delete , predicted 1st: clean
Original: set|rb|a , predicted 1st: add|value
Original: get|rb|a , predicted 1st: create|as|thrift
Original: set|rb|b , predicted 1st: add|value
Original: get|rb|b , predicted 1st: create|result
Original: set|name , predicted 1st: set|string
Original: get|name , predicted 1st: to|string
Original: set|object|type , predicted 1st: add|object|internal|internal
Original: get|object|type , predicted 1st: get|object|key|internal
Original: set|user|constraint|type , predicted 1st: add|user|model
Original: get|user|constraint|type , predicted 1st: get|user|data
Original: set|user|constraint|id , predicted 1st: add|user|data
Original: get|user|constraint|id , predicted 1st: get|user|key
Original: set|needs|feedback , predicted 1st: set|value
Original: get|needs|feedback , predicted 1st: get|query|internal
Original: set|applied|impulse , predicted 1st: add
Original: get|applied|impulse , predicted 1st: c
Original: set|dbg|draw|size , predicted 1st: add
Original: get|dbg|draw|size , predicted 1st: c|c
Original: set|disable|collisions|between|linked|bodies , predicted 1st: add|typed|connection
Original: get|disable|collisions|between|linked|bodies , predicted 1st: get|minimal|connection
Original: set|override|num|solver|iterations , predicted 1st: add|data
Original: get|override|num|solver|iterations , predicted 1st: get|accept|data
Original: set|breaking|impulse|threshold , predicted 1st: set|value
Original: get|breaking|impulse|threshold , predicted 1st: is|c
Original: set|is|enabled , predicted 1st: add|internal|data
Original: get|is|enabled , predicted 1st: get|internal|data
Original: reset , predicted 1st: add
Original: get|c|ptr , predicted 1st: get|to|transform
Original: finalize , predicted 1st: finalize
Original: delete , predicted 1st: clean|up
Original: set|basis , predicted 1st: c
Original: get|basis , predicted 1st: c
Original: set|origin , predicted 1st: add|double
Original: get|origin , predicted 1st: create|double
Original: get , predicted 1st: get|char
Original: get , predicted 1st: get|char
Original: get , predicted 1st: encode
Original: is|direct , predicted 1st: is|oneway
Original: order , predicted 1st: order
Original: sub|sequence , predicted 1st: get|result
Original: to|string , predicted 1st: get|value
Original: get|names , predicted 1st: get|names|names
Original: for|name , predicted 1st: get|class
Original: new|test , predicted 1st: get|test|instance
Original: get|dependencies , predicted 1st: add|file|handle
Original: load|async , predicted 1st: add|file
Original: load|sync , predicted 1st: get|resources
Original: draw , predicted 1st: set|parent
Original: touch|down , predicted 1st: is|float
Original: touch|down , predicted 1st: compare
Original: touch|up , predicted 1st: add
Original: touch|dragged , predicted 1st: add
Original: mouse|moved , predicted 1st: is|float
Original: scrolled , predicted 1st: is
Original: key|down , predicted 1st: is|event
Original: key|up , predicted 1st: is|satisfied
Original: key|typed , predicted 1st: is|character
Original: set|style , predicted 1st: set|default|style
Original: get|style , predicted 1st: get|style
Original: keep|within|stage , predicted 1st: verify
Original: draw , predicted 1st: create|stage
Original: draw|stage|background , predicted 1st: add
Original: draw|background , predicted 1st: top
Original: hit , predicted 1st: get
Original: is|movable , predicted 1st: is|cancelled
Original: set|movable , predicted 1st: set|is
Original: is|modal , predicted 1st: is|insertable
Original: set|modal , predicted 1st: set|is
Original: set|keep|within|stage , predicted 1st: set|keep|within|within|within|within
Original: is|resizable , predicted 1st: is|set
Original: set|resizable , predicted 1st: set|is|set
Original: set|resize|border , predicted 1st: set|resize
Original: is|dragging , predicted 1st: is|compress
Original: get|pref|width , predicted 1st: max
Original: get|title|table , predicted 1st: get|table|title
Original: get|title|label , predicted 1st: get|title|title
Original: set|allow|sleep , predicted 1st: set|allow|allow|m
Original: set|sub|stepping , predicted 1st: set|sub|sub
Original: is|sub|stepping , predicted 1st: is|sub|m
Original: is|allow|sleep , predicted 1st: allow|allow|allow|allow
Original: add|type , predicted 1st: register
Original: initialize|registers , predicted 1st: test|simple|mapping
Original: get|destruction|listener , predicted 1st: get|m|listener|listener
Original: get|particle|destruction|listener , predicted 1st: get|listener|listener
Original: set|particle|destruction|listener , predicted 1st: set|listener|listener|listener
Original: pop|contact , predicted 1st: create
Original: push|contact , predicted 1st: create|contact
Original: get|pool , predicted 1st: get|pool
Original: set|destruction|listener , predicted 1st: set|listener|listener|listener
Original: set|contact|filter , predicted 1st: set|filter
Original: set|contact|listener , predicted 1st: set|notification|listener
Original: set|debug|draw , predicted 1st: set|debug
Original: create|body , predicted 1st: get|body
Original: destroy|body , predicted 1st: destroy
Original: create|joint , predicted 1st: create
Original: destroy|joint , predicted 1st: maybe|close
Original: step , predicted 1st: add
Original: clear|forces , predicted 1st: reset
Original: draw|debug|data , predicted 1st: test
Original: query|aabb , predicted 1st: on|destruction
Original: query|aabb , predicted 1st: on|destruction|callback
Original: query|aabb , predicted 1st: on|destruction|callback
